1478292034.816	3188.91	2
1478292036.043	3188.53	3
1478292036.81	3188.24	3
1478292037.686	3187.39	3
1478292037.943	3186.69	3
1478292038.61	3187	3
1478292038.762	3187.12	2
1478292039.783	3188.17	3
1478292040.141	3189	3
1478292040.653	3188.28	3
1478292041.118	3187.66	3
1478292041.475	3187.54	3
1478292041.836	3188.37	3
1478292042.702	3188.98	3
1478292042.957	3188.79	2
1478292043.927	3187.83	3
1478292044.084	3186.73	2
1478292044.754	3188.13	3
1478292044.916	3189.37	2
1478292045.475	3188.39	3
1478292045.887	3187.69	3
1478292046.858	3188	3
1478292047.67	3188.16	3
1478292047.876	3187.87	2
1478292048.641	3188.58	3
1478292048.803	3189.28	2
1478292049.511	3188.6	3
1478292049.673	3188.02	2
1478292050.544	3188.56	3
1478292051.823	3187.71	3
1478292051.982	3186.75	2
1478292052.848	3187.42	3
1478292053.716	3187.21	3
1478292054.024	3187.42	3
1478292054.903	3186.04	3
1478292055.873	3186.81	3
1478292056.076	3187.71	2
1478292056.994	3187.95	3
1478292057.808	3187.29	3
1478292058.015	3186.98	2
1478292059.09	3190.73	1
1478292059.904	3188.9	3
1478292060.168	3187.73	3
1478292061.97	3189.38	3
1478292062.429	3188.36	3
1478292062.793	3187.27	3
1478292063.553	3187.89	3
1478292063.768	3188.65	2
1478292064.734	3187.78	3
1478292064.937	3187.07	2
1478292065.912	3189.24	3
1478292066.216	3190.77	3
1478292066.94	3189.5	3
1478292067.248	3188.9	3
1478292067.863	3187.33	3
1478292068.17	3185.76	3
1478292068.993	3187.88	3
1478292069.197	3188.84	2
1478292069.917	3187.56	3
1478292070.227	3187.43	3
1478292071.199	3189.87	3
1478292071.965	3187.75	3
1478292072.172	3185.98	2
1478292073.192	3189.06	3
1478292073.803	3188.67	3
1478292074.058	3187.22	2
1478292075.027	3186.31	3
1478292075.186	3187.72	2
1478292076.009	3188.51	3
1478292076.162	3187.66	2
1478292077.193	3187.31	3
1478292078.055	3188.57	3
1478292078.522	3187.92	3
1478292078.945	3187.64	3
1478292079.592	3187.34	3
1478292080.01	3187.69	3
1478292080.777	3188.6	3
1478292080.837	3188.78	2
1478292081.806	3188.06	3
1478292081.861	3187.38	2
1478292082.782	3187.49	3
1478292082.99	3188.09	2
1478292084.007	3186.38	3
1478292084.821	3186.72	3
1478292085.133	3188.12	3
1478292086.05	3186.97	3
1478292087.021	3187.13	3
1478292087.801	3187.43	3
1478292087.906	3187.83	2
1478292089.033	3188.05	3
1478292089.643	3188.29	3
1478292090.103	3187.9	3
1478292090.619	3186.61	3
1478292091.078	3185.96	3
1478292091.952	3187.64	3
1478292092.005	3189.01	2
1478292092.927	3188.04	3
1478292092.986	3187.59	2
1478292093.798	3187.44	3
1478292093.949	3187.7	2
1478292095.37	3187.32	3
1478292096.237	3190.16	3
1478292097.37	3186.69	3
1478292098.193	3187.33	3
1478292098.912	3188.17	3
1478292099.22	3188.41	3
1478292099.94	3188.11	3
1478292100.143	3188.72	2
1478292100.922	3189.24	3
1478292101.129	3188.82	2
1478292102.147	3187.18	3
1478292102.766	3187.63	3
1478292102.871	3188.18	2
1478292103.737	3187.04	3
1478292104.195	3186.18	3
1478292104.967	3187.89	3
1478292105.12	3189.21	2
1478292105.734	3188.86	3
1478292106.655	3187.39	3
1478292107.169	3186.02	3
1478292107.678	3187.45	3
1478292108.042	3188.44	3
1478292108.755	3188.65	3
1478292109.066	3189.12	3
1478292110.031	3188.08	3
1478292110.14	3187.13	2
1478292110.957	3186.47	3
1478292111.114	3185.92	2
1478292111.923	3187.05	3
1478292111.981	3187.96	2
1478292112.801	3188.24	3
1478292113.104	3188.98	3
1478292113.922	3188.47	3
1478292113.977	3187.41	2
1478292114.953	3187.19	3
1478292115.21	3187.33	3
1478292116.326	3186.87	3
1478292117.047	3187.69	3
1478292117.203	3188.65	2
1478292118.066	3189.69	3
1478292118.842	3188.49	3
1478292119.092	3187.77	2
1478292120.07	3187.27	3
1478292121.089	3187.9	3
1478292122.009	3187.26	3
1478292122.169	3186.4	2
1478292123.235	3189.12	3
1478292123.864	3188.71	3
1478292124.016	3188	2
1478292124.782	3189.09	3
1478292125.084	3190.02	3
1478292126.159	3189.64	3
1478292127.288	3188.69	3
1478292127.491	3187.13	2
1478292128.215	3188.66	3
1478292128.89	3189.52	3
1478292128.99	3190.59	2
1478292129.95	3188.46	3
1478292130.873	3187.57	3
1478292131.288	3189.21	3
1478292132.045	3188.01	3
1478292132.152	3186.78	2
1478292132.871	3187.76	3
1478292133.431	3189.13	3
1478292134.05	3189.28	3
1478292135.22	3188.34	3
1478292135.465	3188.69	2
1478292135.842	3189.13	3
1478292136.056	3188.43	2
1478292137.129	3188.62	3
1478292137.744	3188.38	3
1478292138.156	3188.27	3
1478292138.815	3187.88	3
1478292139.128	3187.66	3
1478292139.887	3188.15	3
1478292140.192	3188.35	3
1478292140.969	3188.15	3
1478292141.937	3187.39	3
1478292141.992	3186.67	2
1478292143.007	3187.17	3
1478292143.166	3188.08	2
1478292143.889	3188.28	3
1478292144.096	3187.87	2
1478292144.905	3188.39	3
1478292145.308	3189.12	3
1478292146.041	3188.72	3
1478292146.246	3187.92	2
1478292147.16	3188.54	3
1478292147.415	3188.84	2
1478292148.19	3186.79	3
1478292149.053	3187.41	3
1478292149.106	3188.41	2
1478292149.871	3188.16	3
1478292150.033	3187.76	2
1478292151.098	3187.36	3
1478292151.355	3186.72	3
1478292152.284	3188.55	3
1478292153.107	3188.85	3
1478292153.927	3188.74	3
1478292154.128	3188.23	2
1478292155.203	3189.15	3
1478292155.258	3189.53	2
1478292156.124	3187.89	3
1478292156.378	3186.72	2
1478292157.197	3187.46	3
1478292157.502	3188.38	3
1478292158.313	3188.17	3
1478292158.462	3188.36	2
1478292159.28	3188.09	3
1478292159.436	3187.21	2
1478292160.264	3187.67	3
1478292160.472	3188.13	2
1478292161.389	3187.75	3
1478292161.645	3186.82	3
1478292162.164	3188.08	3
1478292162.517	3190.04	3
1478292163.438	3188.78	3
1478292163.595	3187.1	2
1478292164.932	3187.21	3
1478292165.146	3187.73	2
1478292166.258	3188.01	3
1478292167.084	3188.78	3
1478292167.241	3190.14	2
1478292168.152	3190.36	3
1478292168.311	3189.79	2
1478292169.129	3188.46	3
1478292169.285	3188.02	2
1478292170.463	3188.24	3
1478292171.028	3187.47	3
1478292171.396	3187.22	3
1478292172.16	3189.4	3
1478292172.217	3189.54	2
1478292173.088	3187.24	3
1478292173.24	3185.61	2
1478292174.063	3186.99	3
1478292174.218	3188.42	2
1478292175.23	3187.77	3
1478292176.211	3188.38	3
1478292176.466	3189.26	2
1478292177.23	3188.23	3
1478292177.389	3187.18	2
1478292178.308	3187.96	3
1478292178.462	3188.78	2
1478292179.224	3189.37	3
1478292179.283	3189.53	2
1478292180.172	3188.64	3
1478292180.32	3187.44	2
1478292181.122	3188.16	3
1478292181.329	3189.11	2
1478292182.198	3188.67	3
1478292182.255	3189.03	2
1478292182.926	3188.29	3
1478292183.178	3186.95	2
1478292184.149	3188	3
1478292184.305	3188.84	2
1478292185.17	3187.73	3
1478292185.327	3186.57	2
1478292186.345	3186.35	3
1478292186.653	3186.45	3
1478292187.672	3188.02	3
1478292188.294	3187.66	3
1478292188.552	3187.3	3
1478292189.32	3187.99	3
1478292189.475	3188.6	2
1478292190.286	3189.2	3
1478292190.542	3189.64	3
1478292191.513	3188.32	3
1478292191.722	3187.38	2
1478292192.588	3186.67	3
1478292193.203	3187.87	3
1478292193.408	3188.5	2
1478292194.343	3189.24	3
1478292194.401	3190.08	2
1478292194.955	3190.62	3
1478292195.261	3190.46	3
1478292196.084	3188.95	3
1478292196.536	3187.98	3
